date,open,high,low,close,volume
2018-10-25,75.0,81.58,74.51,80.91,13372207.0
2018-10-26,80.69,80.69,73.01,74.6,17691702.0
2018-10-29,74.94,75.4,70.6,70.76,12719771.0
2018-10-30,70.65,75.35,69.88,75.0,12887554.0
2018-10-31,75.29,77.43,74.2,74.5,9794351.0
2018-11-01,75.2,76.82,73.21,73.61,9723959.0
2018-11-02,76.14,78.63,76.05,78.48,13705894.0
2018-11-05,78.48,82.48,77.8,79.39,13063517.0
2018-11-06,79.03,82.4,76.0,81.57,12165834.0
2018-11-07,80.2,82.38,78.21,79.04,12658732.0
2018-11-08,79.84,80.38,76.89,77.31,8044866.0
2018-11-09,77.0,79.05,76.66,77.75,6063937.0
2018-11-12,77.0,83.8,76.7,83.25,14889918.0
2018-11-13,82.0,82.51,79.8,81.63,14287007.0
2018-11-14,80.41,83.0,79.75,81.0,10790715.0
2018-11-15,80.41,82.2,79.9,81.35,7576857.0
