date,open,high,low,close,volume
2018-11-16,81.68,81.76,78.62,80.11,9809408.0
2018-11-19,79.59,81.48,79.0,79.35,7259001.0
2018-11-20,78.71,79.2,77.56,77.77,7722096.0
2018-11-21,77.5,79.75,76.5,78.65,7314829.0
2018-11-22,78.2,79.44,77.6,77.91,4071768.0
2018-11-23,77.91,77.95,73.9,73.98,10403744.0
2018-11-26,73.8,74.88,72.8,74.62,7610013.0
2018-11-27,74.68,76.85,73.76,75.6,7953332.0
2018-11-28,75.75,79.48,75.25,78.68,9918840.0
2018-11-29,79.5,81.5,78.03,78.03,9736251.0
2018-11-30,78.01,80.99,78.01,80.03,9067577.0
2018-12-03,82.52,83.49,80.56,80.85,12645226.0
2018-12-04,80.2,83.08,80.04,82.3,9579665.0
2018-12-05,81.0,82.6,80.6,81.37,7391554.0
2018-12-06,80.8,82.28,79.0,79.01,11385399.0
2018-12-07,79.18,80.46,79.18,79.7,5642133.0
2018-12-10,79.45,80.37,76.8,78.29,7606831.0
2018-12-11,78.5,79.18,77.82,78.56,3450062.0
2018-12-12,79.34,81.98,79.0,81.5,9472483.0
2018-12-13,81.92,82.27,80.58,82.11,7244428.0
